Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","513.085978","X","Sources internationales sûres",""
"MK","Indicateurs macro","2","Afghanistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","483.885875","X","Sources internationales sûres",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6121.876572","X","Sources internationales sûres",""
"MK","Indicateurs macro","202","Afrique du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6369.231608","X","Sources internationales sûres",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4514.204908","X","Sources internationales sûres",""
"MK","Indicateurs macro","3","Albanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5254.384798","X","Sources internationales sûres",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4109.701336","X","Sources internationales sûres",""
"MK","Indicateurs macro","4","Algérie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4153.95722","X","Sources internationales sûres",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44552.061","X","Sources internationales sûres",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","47684.755233","X","Sources internationales sûres",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","38962.613799","X","Sources internationales sûres",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","41794.398572","X","Sources internationales sûres",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4095.811686","X","Sources internationales sûres",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3289.643374","X","Sources internationales sûres",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","19488.092328","X","Sources internationales sûres",""
"MK","Indicateurs macro","258","Anguilla","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","21755.953633","X","Sources internationales sûres",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15383.415188","X","Sources internationales sûres",""
"MK","Indicateurs macro","8","Antigua-et-Barbuda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","16672.74424","X","Sources internationales sûres",""
"MK","Indicateurs macro","194","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","20802.465306","X","Sources internationales sûres",""
"MK","Indicateurs macro","194","Arabie saoudite","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23337.018242","X","Sources internationales sûres",""
"MK","Indicateurs macro","9","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","14627.615635","X","Sources internationales sûres",""
"MK","Indicateurs macro","9","Argentine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11719.075678","X","Sources internationales sûres",""
"MK","Indicateurs macro","1","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3914.525246","X","Sources internationales sûres",""
"MK","Indicateurs macro","1","Arménie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4220.534194","X","Sources internationales sûres",""
"MK","Indicateurs macro","22","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","29005.625191","X","Sources internationales sûres",""
"MK","Indicateurs macro","22","Aruba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","30262.48723","X","Sources internationales sûres",""
"MK","Indicateurs macro","10","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","57628.863849","X","Sources internationales sûres",""
"MK","Indicateurs macro","10","Australie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","58596.826341","X","Sources internationales sûres",""
"MK","Indicateurs macro","11","Autriche","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","47306.411842","X","Sources internationales sûres",""
"MK","Indicateurs macro","11","Autriche","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","51183.781644","X","Sources internationales sûres",""
"MK","Indicateurs macro","52","Azerbaïdjan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4150.868844","X","Sources internationales sûres",""
"MK","Indicateurs macro","52","Azerbaïdjan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4735.14288","X","Sources internationales sûres",""
"MK","Indicateurs macro","12","Bahamas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","32719.152336","X","Sources internationales sûres",""
"MK","Indicateurs macro","12","Bahamas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33767.76606","X","Sources internationales sûres",""
"MK","Indicateurs macro","13","Bahreïn","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","23742.953234","X","Sources internationales sûres",""
"MK","Indicateurs macro","13","Bahreïn","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23990.966619","X","Sources internationales sûres",""
"MK","Indicateurs macro","16","Bangladesh","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1538.233627","X","Sources internationales sûres",""
"MK","Indicateurs macro","16","Bangladesh","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1670.796355","X","Sources internationales sûres",""
"MK","Indicateurs macro","14","Barbade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","17392.010677","X","Sources internationales sûres",""
"MK","Indicateurs macro","14","Barbade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","17745.891202","X","Sources internationales sûres",""
"MK","Indicateurs macro","57","Bélarus","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5790.908054","X","Sources internationales sûres",""
"MK","Indicateurs macro","57","Bélarus","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6350.731855","X","Sources internationales sûres",""
"MK","Indicateurs macro","255","Belgique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44020.066762","X","Sources internationales sûres",""
"MK","Indicateurs macro","255","Belgique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","47354.636623","X","Sources internationales sûres",""
"MK","Indicateurs macro","23","Belize","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4887.55982","X","Sources internationales sûres",""
"MK","Indicateurs macro","23","Belize","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4884.742421","X","Sources internationales sûres",""
"MK","Indicateurs macro","53","Bénin","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1136.59336","X","Sources internationales sûres",""
"MK","Indicateurs macro","53","Bénin","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1241.824418","X","Sources internationales sûres",""
"MK","Indicateurs macro","17","Bermudes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","113281.982125","X","Sources internationales sûres",""
"MK","Indicateurs macro","17","Bermudes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","115741.53896","X","Sources internationales sûres",""
"MK","Indicateurs macro","18","Bhoutan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3286.598606","X","Sources internationales sûres",""
"MK","Indicateurs macro","18","Bhoutan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3243.258481","X","Sources internationales sûres",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3351.127399","X","Sources internationales sûres",""
"MK","Indicateurs macro","19","Bolivie (État plurinational de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3548.590155","X","Sources internationales sûres",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5394.741461","X","Sources internationales sûres",""
"MK","Indicateurs macro","80","Bosnie-Herzégovine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6072.24537","X","Sources internationales sûres",""
"MK","Indicateurs macro","20","Botswana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7893.388428","X","Sources internationales sûres",""
"MK","Indicateurs macro","20","Botswana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8279.835077","X","Sources internationales sûres",""
"MK","Indicateurs macro","21","Brésil","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","9925.419442","X","Sources internationales sûres",""
"MK","Indicateurs macro","21","Brésil","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9001.172091","X","Sources internationales sûres",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","28572.292244","X","Sources internationales sûres",""
"MK","Indicateurs macro","26","Brunéi Darussalam","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","31627.233053","X","Sources internationales sûres",""
"MK","Indicateurs macro","27","Bulgarie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8300.173316","X","Sources internationales sûres",""
"MK","Indicateurs macro","27","Bulgarie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9387.813427","X","Sources internationales sûres",""
"MK","Indicateurs macro","233","Burkina Faso","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","734.996282","X","Sources internationales sûres",""
"MK","Indicateurs macro","233","Burkina Faso","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","813.09975","X","Sources internationales sûres",""
"MK","Indicateurs macro","29","Burundi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","297.128583","X","Sources internationales sûres",""
"MK","Indicateurs macro","29","Burundi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","275.583911","X","Sources internationales sûres",""
"MK","Indicateurs macro","35","Cabo Verde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3292.638357","X","Sources internationales sûres",""
"MK","Indicateurs macro","35","Cabo Verde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3616.441531","X","Sources internationales sûres",""
"MK","Indicateurs macro","115","Cambodge","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1385.260419","X","Sources internationales sûres",""
"MK","Indicateurs macro","115","Cambodge","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1512.127271","X","Sources internationales sûres",""
"MK","Indicateurs macro","32","Cameroun","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1425.106072","X","Sources internationales sûres",""
"MK","Indicateurs macro","32","Cameroun","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1534.491991","X","Sources internationales sûres",""
"MK","Indicateurs macro","33","Canada","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","44906.74892","X","Sources internationales sûres",""
"MK","Indicateurs macro","33","Canada","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","46444.396642","X","Sources internationales sûres",""
"MK","Indicateurs macro","40","Chili","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","14999.370089","X","Sources internationales sûres",""
"MK","Indicateurs macro","40","Chili","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","15924.794239","X","Sources internationales sûres",""
"MK","Indicateurs macro","351","Chine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8889.37841","Fc","Donnée calculée",""
"MK","Indicateurs macro","351","Chine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9968.778214","Fc","Donnée calculée",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","46705.027813","X","Sources internationales sûres",""
"MK","Indicateurs macro","96","Chine - RAS de Hong-Kong","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","49065.399951","X","Sources internationales sûres",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","81516.664768","X","Sources internationales sûres",""
"MK","Indicateurs macro","128","Chine - RAS de Macao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","87208.455789","X","Sources internationales sûres",""
"MK","Indicateurs macro","41","Chine, continentale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8663.125742","X","Sources internationales sûres",""
"MK","Indicateurs macro","41","Chine, continentale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9732.727625","X","Sources internationales sûres",""
"MK","Indicateurs macro","50","Chypre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","26483.877988","X","Sources internationales sûres",""
"MK","Indicateurs macro","50","Chypre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","28967.576681","X","Sources internationales sûres",""
"MK","Indicateurs macro","44","Colombie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6376.707362","X","Sources internationales sûres",""
"MK","Indicateurs macro","44","Colombie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6716.912748","X","Sources internationales sûres",""
"MK","Indicateurs macro","45","Comores","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1323.811705","X","Sources internationales sûres",""
"MK","Indicateurs macro","45","Comores","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1415.955164","X","Sources internationales sûres",""
"MK","Indicateurs macro","46","Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2154.629048","X","Sources internationales sûres",""
"MK","Indicateurs macro","46","Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2547.519151","X","Sources internationales sûres",""
"MK","Indicateurs macro","48","Costa Rica","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","11814.626771","X","Sources internationales sûres",""
"MK","Indicateurs macro","48","Costa Rica","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","12112.134394","X","Sources internationales sûres",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2111.026809","X","Sources internationales sûres",""
"MK","Indicateurs macro","107","Côte d'Ivoire","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2314.03166","X","Sources internationales sûres",""
"MK","Indicateurs macro","98","Croatie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","13225.258588","X","Sources internationales sûres",""
"MK","Indicateurs macro","98","Croatie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","14674.023127","X","Sources internationales sûres",""
"MK","Indicateurs macro","49","Cuba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","8541.21444","X","Sources internationales sûres",""
"MK","Indicateurs macro","49","Cuba","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8821.822004","X","Sources internationales sûres",""
"MK","Indicateurs macro","279","Curaçao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","19238.807571","X","Sources internationales sûres",""
"MK","Indicateurs macro","279","Curaçao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","19218.860831","X","Sources internationales sûres",""
"MK","Indicateurs macro","54","Danemark","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","57938.797728","X","Sources internationales sûres",""
"MK","Indicateurs macro","54","Danemark","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","62043.060218","X","Sources internationales sûres",""
"MK","Indicateurs macro","72","Djibouti","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2930.696963","X","Sources internationales sûres",""
"MK","Indicateurs macro","72","Djibouti","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3048.589504","X","Sources internationales sûres",""
"MK","Indicateurs macro","55","Dominique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7274.669503","X","Sources internationales sûres",""
"MK","Indicateurs macro","55","Dominique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","7687.570293","X","Sources internationales sûres",""
"MK","Indicateurs macro","59","Égypte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2023.331158","X","Sources internationales sûres",""
"MK","Indicateurs macro","59","Égypte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2537.512209","X","Sources internationales sûres",""
"MK","Indicateurs macro","60","El Salvador","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3910.253179","X","Sources internationales sûres",""
"MK","Indicateurs macro","60","El Salvador","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4067.658182","X","Sources internationales sûres",""
"MK","Indicateurs macro","225","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","40644.804043","X","Sources internationales sûres",""
"MK","Indicateurs macro","225","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","43839.356349","X","Sources internationales sûres",""
"MK","Indicateurs macro","58","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6213.501276","X","Sources internationales sûres",""
"MK","Indicateurs macro","58","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6295.93503","X","Sources internationales sûres",""
"MK","Indicateurs macro","178","Érythrée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","557.874751","X","Sources internationales sûres",""
"MK","Indicateurs macro","178","Érythrée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","580.881171","X","Sources internationales sûres",""
"MK","Indicateurs macro","203","Espagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","28137.441564","X","Sources internationales sûres",""
"MK","Indicateurs macro","203","Espagne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","30457.631012","X","Sources internationales sûres",""
"MK","Indicateurs macro","63","Estonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","20427.355694","X","Sources internationales sûres",""
"MK","Indicateurs macro","63","Estonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23154.190901","X","Sources internationales sûres",""
"MK","Indicateurs macro","209","Eswatini","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3952.911658","X","Sources internationales sûres",""
"MK","Indicateurs macro","209","Eswatini","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4152.372473","X","Sources internationales sûres",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","60116.568493","X","Sources internationales sûres",""
"MK","Indicateurs macro","231","États-Unis d'Amérique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","63014.663283","X","Sources internationales sûres",""
"MK","Indicateurs macro","238","Éthiopie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","721.753494","X","Sources internationales sûres",""
"MK","Indicateurs macro","238","Éthiopie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","734.362795","X","Sources internationales sûres",""
"MK","Indicateurs macro","185","Fédération de Russie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10840.230674","X","Sources internationales sûres",""
"MK","Indicateurs macro","185","Fédération de Russie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11448.638196","X","Sources internationales sûres",""
"MK","Indicateurs macro","66","Fidji","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6101.130428","X","Sources internationales sûres",""
"MK","Indicateurs macro","66","Fidji","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6267.011232","X","Sources internationales sûres",""
"MK","Indicateurs macro","67","Finlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","46310.120883","X","Sources internationales sûres",""
"MK","Indicateurs macro","67","Finlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","49966.999925","X","Sources internationales sûres",""
"MK","Indicateurs macro","68","France","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","38720.645922","X","Sources internationales sûres",""
"MK","Indicateurs macro","68","France","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","41491.611058","X","Sources internationales sûres",""
"MK","Indicateurs macro","74","Gabon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7230.389368","X","Sources internationales sûres",""
"MK","Indicateurs macro","74","Gabon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8018.81644","X","Sources internationales sûres",""
"MK","Indicateurs macro","75","Gambie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","679.778473","X","Sources internationales sûres",""
